home,runs
Wellington,161.0
Otago,174.0
Central Districts,170.0
Northern Districts,130.0
Auckland,187.0
Canterbury,189.0
Auckland,91.0
Canterbury,193.0
Central Districts,222.0
Auckland,196.0
Bangladesh A,166.0
Sydney Sixers,140.0
Adelaide Strikers,189.0
Hobart Hurricanes,169.0
Sydney Thunder,156.0
Sydney Sixers,166.0
Perth Scorchers,162.0
Hobart Hurricanes,139.0
Melbourne Renegades,164.0
Brisbane Heat,201.0
Melbourne Stars,167.0
Perth Scorchers,184.0
Brisbane Heat,195.0
Hobart Hurricanes,174.0
Sydney Sixers,176.0
Melbourne Stars,129.0
Perth Scorchers,174.0
Australia,171.0
New Zealand,160.0
New Zealand,202.0
New Zealand,148.0
England,150.0
England,129.0
Barisal Burners,167.0
Chittagong Kings,206.0
Barisal Burners,180.0
Chittagong Kings,174.0
Dhaka Gladiators,126.0
Duronto Rajshahi,171.0
Chittagong Kings,154.0
Duronto Rajshahi,146.0
Khulna Royal Bengals,171.0
Barisal Burners,121.0
Dhaka Gladiators,132.0
Barisal Burners,162.0
Chittagong Kings,120.0
Duronto Rajshahi,110.0
Barisal Burners,151.0
Khulna Royal Bengals,186.0
Barisal Burners,189.0
Dhaka Gladiators,191.0
Afghanistan,113.0
Italy,90.0
Uganda,124.0
Ireland,72.0
Canada,167.0
Italy,137.0
Afghanistan,150.0
Namibia,192.0
Canada,84.0
Namibia,177.0
Ireland,104.0
Afghanistan,172.0
Scotland,170.0
Kenya,176.0
Namibia,140.0
Ireland,160.0
Afghanistan,157.0
Netherlands,141.0
Italy,131.0
Afghanistan,174.0
Ireland,159.0
Netherlands,86.0
Kenya,93.0
Afghanistan,104.0
Bermuda,158.0
Ireland,179.0
Canada,178.0
Namibia,120.0
Afghanistan,177.0
Kenya,167.0
Ireland,160.0
Canada,101.0
Hong Kong,134.0
Netherlands,169.0
Afghanistan,146.0
Bermuda,179.0
Ireland,115.0
Hong Kong,177.0
Nepal,133.0
Ireland,96.0
Karnataka,129.0
Karnataka,135.0
Baroda,189.0
Madhya Pradesh,182.0
Delhi,158.0
Orissa,175.0
Rajasthan,156.0
Andhra,149.0
Delhi,122.0
Madhya Pradesh,128.0
Punjab,148.0
Haryana,130.0
Uttar Pradesh,160.0
Baroda,177.0
Haryana,70.0
Punjab,89.0
Railways,114.0
Assam,101.0
Madhya Pradesh,148.0
Mumbai,154.0
Jharkhand,104.0
Bengal,98.0
Assam,131.0
Delhi,105.0
Railways,136.0
Bengal,143.0
Himachal Pradesh,134.0
Uttar Pradesh,168.0
Delhi,115.0
Haryana,97.0
Railways,166.0
Baroda,192.0
Madhya Pradesh,201.0
Baroda,167.0
Delhi,180.0
Mumbai,193.0
Baroda,173.0
Baroda,149.0
West Indies,160.0
South Africa,219.0
Faisalabad Wolves,128.0
Lahore Lions,136.0
Lahore Lions,113.0
Lahore Eagles,158.0
Lions,153.0
Dolphins,151.0
Cape Cobras,211.0
Lions,179.0
Knights,135.0
Warriors,168.0
Lions,136.0
Cape Cobras,180.0
Cape Cobras,157.0
Lions,163.0
Lions,199.0
Titans,127.0
Knights,178.0
Knights,142.0
Titans,157.0
Dolphins,124.0
Titans,64.0
Titans,144.0
Burgher Recreation Club,164.0
Chilaw Marians Cricket Club,112.0
Colts Cricket Club,192.0
Nondescripts Cricket Club,95.0
Bloomfield Cricket and Athletic Club,150.0
Colombo Cricket Club,137.0
Moors Sports Club,129.0
Burgher Recreation Club,113.0
Colombo Cricket Club,105.0
Panadura Sports Club,71.0
Badureliya Sports Club,177.0
Lankan Cricket Club,93.0
Moors Sports Club,204.0
Badureliya Sports Club,162.0
Colts Cricket Club,136.0
Sinhalese Sports Club,74.0
Burgher Recreation Club,152.0
Bloomfield Cricket and Athletic Club,147.0
Nondescripts Cricket Club,182.0
Colombo Cricket Club,151.0
Ragama Cricket Club,152.0
Badureliya Sports Club,127.0
Burgher Recreation Club,41.0
Kurunegala Youth Cricket Club,130.0
Panadura Sports Club,169.0
Chilaw Marians Cricket Club,164.0
Nondescripts Cricket Club,114.0
Colts Cricket Club,190.0
Burgher Recreation Club,156.0
Nondescripts Cricket Club,198.0
Burgher Recreation Club,157.0
Rajasthan Royals,191.0
Royal Challengers Bangalore,157.0
Rajasthan Royals,164.0
Pune Warriors,166.0
Delhi Daredevils,111.0
Mumbai Indians,197.0
Chennai Super Kings,208.0
Kings XI Punjab,116.0
Kolkata Knight Riders,137.0
Pune Warriors,156.0
Rajasthan Royals,197.0
Royal Challengers Bangalore,186.0
Delhi Daredevils,162.0
Chennai Super Kings,164.0
Chennai Super Kings,147.0
Delhi Daredevils,207.0
Kolkata Knight Riders,190.0
Delhi Daredevils,152.0
Mumbai Indians,101.0
Deccan Chargers,186.0
Chennai Super Kings,160.0
Kolkata Knight Riders,150.0
Mumbai Indians,174.0
Royal Challengers Bangalore,185.0
Chennai Super Kings,115.0
Rajasthan Royals,170.0
Kings XI Punjab,194.0
Delhi Daredevils,140.0
Kings XI Punjab,123.0
Deccan Chargers,128.0
Deccan Chargers,132.0
Chennai Super Kings,187.0
Kolkata Knight Riders,192.0
Sri Lanka,132.0
West Indies A,131.0
England,173.0
Zimbabwe XI,154.0
Zimbabwe XI,176.0
Bangladesh XI,132.0
Zimbabwe XI,150.0
Netherlands,131.0
Somerset,191.0
Surrey,128.0
Derbyshire,168.0
Worcestershire,213.0
Somerset,141.0
Yorkshire,170.0
Kent,120.0
Glamorgan,141.0
Warwickshire,152.0
Lancashire,180.0
Essex,158.0
Gloucestershire,139.0
Leicestershire,80.0
Somerset,182.0
Essex,145.0
Sussex,161.0
Sussex,209.0
Lancashire,122.0
Durham,132.0
Worcestershire,164.0
Yorkshire,180.0
Nottinghamshire,210.0
Sussex,212.0
Hampshire,95.0
Durham,117.0
Nottinghamshire,178.0
Gloucestershire,160.0
Essex,110.0
Nottinghamshire,196.0
Yorkshire,180.0
Somerset,175.0
Sussex,230.0
Yorkshire,212.0
Hampshire,126.0
Nagenahira Nagas,134.0
Basnahira Cricket Dundee,129.0
Uva Next,139.0
Ruhuna Royals,145.0
Wayamba United,147.0
Kandurata Warriors,168.0
Wayamba United,165.0
Kandurata Warriors,142.0
Uthura Rudras,156.0
Uva Next,134.0
Trinidad & Tobago,155.0
Afghanistan,122.0
Trinidad & Tobago,129.0
Australia,168.0
England,118.0
Sri Lanka,182.0
Australia,125.0
South Africa,94.0
Australia,191.0
Pakistan,136.0
Australia,141.0
England,149.0
Sri Lanka,130.0
Australia,147.0
India,129.0
Sri Lanka,169.0
India,152.0
Sri Lanka,139.0
Auckland,136.0
Auckland,123.0
Titans,163.0
Lions,158.0
Auckland,139.0
Sydney Sixers,98.0
Lions,134.0
Chennai Super Kings,173.0
Delhi Daredevils,123.0
Kolkata Knight Riders,188.0
Chennai Super Kings,141.0
Sydney Sixers,164.0
Bahawalpur Stags,173.0
Multan Tigers,74.0
Lahore Eagles,224.0
Lahore Lions,144.0
Lahore Lions,186.0
Bahawalpur Stags,134.0
Bahawalpur Stags,153.0
Lahore Eagles,162.0
Abbottabad Falcons,120.0
Faisalabad Wolves,101.0
Lahore Lions,182.0
Lahore Lions,105.0
Abbottabad Falcons,106.0
Faisalabad Wolves,148.0
Karachi Zebras,126.0
Abbottabad Falcons,139.0
Multan Tigers,155.0
Faisalabad Wolves,137.0
Bahawalpur Stags,140.0
Lahore Lions,130.0
Bahawalpur Stags,154.0
Faisalabad Wolves,148.0
Islamabad Leopards,115.0
Abbottabad Falcons,126.0
Lahore Lions,166.0
Lahore Lions,211.0
Lahore Lions,154.0
India,158.0
South Africa,87.0
South Africa,179.0
India,192.0
Melbourne Renegades,168.0
Sydney Sixers,147.0
Melbourne Stars,135.0
Melbourne Renegades,103.0
Melbourne Stars,177.0
Melbourne Renegades,137.0
Hobart Hurricanes,177.0
Adelaide Strikers,136.0
Perth Scorchers,187.0
Hobart Hurricanes,153.0
Melbourne Renegades,155.0
Brisbane Heat,171.0
Perth Scorchers,117.0
Melbourne Stars,145.0
Perth Scorchers,183.0
Barbados,91.0
Barbados,73.0
Jamaica,116.0
Jamaica,110.0
Jamaica,94.0
Trinidad & Tobago,126.0
Guyana,156.0
Guyana,118.0
Wellington,148.0
Northern Districts,153.0
Northern Districts,186.0
Auckland,197.0
Otago,204.0
Wellington,213.0
Central Districts,186.0
Otago,157.0
Canterbury,153.0
Northern Districts,200.0
Otago,194.0
Central Districts,182.0
Wellington,181.0
Auckland,137.0
Otago,165.0
Wellington,182.0
Otago,145.0
Mashonaland Eagles,121.0
Southern Rocks,122.0
Mashonaland Eagles,176.0
Matabeleland Tuskers,96.0
Mountaineers,176.0
Mountaineers,135.0
Mashonaland Eagles,180.0
Mid West Rhinos,123.0
Mashonaland Eagles,149.0
Pakistan A,189.0
New Zealand,192.0
Dhaka Gladiators,204.0
Dhaka Gladiators,202.0
Barisal Burners,146.0
Dhaka Gladiators,156.0
Khulna Royal Bengals,197.0
Khulna Royal Bengals,150.0
Dhaka Gladiators,158.0
Sylhet Royals,126.0
Barisal Burners,182.0
Dhaka Gladiators,137.0
Chittagong Kings,137.0
Duronto Rajshahi,168.0
Barisal Burners,148.0
Duronto Rajshahi,152.0
Dhaka Gladiators,217.0
Chittagong Kings,156.0
Khulna Royal Bengals,140.0
Chittagong Kings,193.0
Dhaka Gladiators,180.0
Barisal Burners,117.0
Chittagong Kings,193.0
Barisal Burners,139.0
Dhaka Gladiators,197.0
Chittagong Kings,108.0
Chittagong Kings,150.0
Dhaka Gladiators,172.0
West Indies,131.0
West Indies,158.0
Afghanistan,132.0
Afghanistan,140.0
Canada,128.0
Sri Lanka,198.0
Lahore Lions,162.0
Lahore Lions,174.0
Faisalabad Wolves,161.0
Faisalabad Wolves,125.0
Faisalabad Wolves,158.0
Himachal Pradesh,78.0
Gujarat,148.0
Odisha,172.0
Haryana,150.0
Baroda,194.0
Rajasthan,128.0
Delhi,162.0
Services,109.0
Andhra,163.0
Assam,141.0
Jharkhand,107.0
Karnataka,185.0
Gujarat,193.0
Madhya Pradesh,138.0
Delhi,110.0
Punjab,146.0
Assam,122.0
Bengal,149.0
Goa,141.0
Railways,144.0
Delhi,133.0
Bengal,105.0
Himachal Pradesh,136.0
Punjab,116.0
Andhra,149.0
Assam,149.0
Baroda,134.0
Kerala,188.0
Maharashtra,215.0
Delhi,110.0
Madhya Pradesh,159.0
Haryana,168.0
Hyderabad (India),167.0
Uttar Pradesh,131.0
Gujarat,187.0
Gujarat,152.0
Karnataka,133.0
Bengal,176.0
Delhi,198.0
Kerala,138.0
Kerala,126.0
Gujarat,157.0
Gujarat,233.0
Punjab,161.0
Baroda,169.0
Gujarat,128.0
Eastern Province,119.0
Free State,149.0
KwaZulu-Natal,125.0
Northerns,114.0
Border,134.0
North West,158.0
Free State,192.0
Gauteng,111.0
Free State,212.0
Gauteng,80.0
Griqualand West,149.0
Namibia,70.0
South Western Districts,143.0
Border,104.0
Eastern Province,109.0
KwaZulu-Natal,125.0
Free State,160.0
Gauteng,147.0
Griqualand West,166.0
Western Province,132.0
Border,145.0
Easterns,106.0
Lions,185.0
Lions,150.0
Cape Cobras,171.0
Lions,162.0
Cape Cobras,137.0
Knights,133.0
Titans,117.0
Warriors,138.0
Warriors,130.0
Dolphins,179.0
Dolphins,158.0
Titans,178.0
Knights,143.0
Titans,145.0
Warriors,142.0
Lions,195.0
Lions,155.0
Kenya,176.0
Kenya,114.0
Kenya,177.0
Namibia,147.0
Namibia,192.0
Netherlands,206.0
Namibia,188.0
Dhaka Metropolis,166.0
Rajshahi Division,140.0
Rajshahi Division,99.0
Dhaka Metropolis,171.0
Rajshahi Division,154.0
Zimbabwe,168.0
Kolkata Knight Riders,129.0
Royal Challengers Bangalore,156.0
Sunrisers Hyderabad,126.0
Sunrisers Hyderabad,130.0
Rajasthan Royals,144.0
Royal Challengers Bangalore,162.0
Mumbai Indians,209.0
Royal Challengers Bangalore,158.0
Pune Warriors,148.0
Mumbai Indians,183.0
Chennai Super Kings,166.0
Kolkata Knight Riders,180.0
Rajasthan Royals,126.0
Kings XI Punjab,157.0
Royal Challengers Bangalore,152.0
Rajasthan Royals,179.0
Sunrisers Hyderabad,127.0
Royal Challengers Bangalore,123.0
Delhi Daredevils,165.0
Kings XI Punjab,186.0
Chennai Super Kings,186.0
Royal Challengers Bangalore,263.0
Chennai Super Kings,160.0
Kolkata Knight Riders,150.0
Rajasthan Royals,146.0
Mumbai Indians,194.0
Chennai Super Kings,200.0
Delhi Daredevils,164.0
Rajasthan Royals,173.0
Mumbai Indians,174.0
Sunrisers Hyderabad,130.0
Delhi Daredevils,137.0
Chennai Super Kings,186.0
Kolkata Knight Riders,133.0
Sunrisers Hyderabad,81.0
Mumbai Indians,139.0
Rajasthan Royals,182.0
Kings XI Punjab,194.0
Rajasthan Royals,155.0
Mumbai Indians,170.0
Kolkata Knight Riders,116.0
Rajasthan Royals,144.0
Mumbai Indians,184.0
Chennai Super Kings,168.0
Mumbai Indians,166.0
Kings XI Punjab,171.0
Sunrisers Hyderabad,136.0
Kings XI Punjab,183.0
Royal Challengers Bangalore,106.0
Pune Warriors,172.0
Sunrisers Hyderabad,132.0
Chennai Super Kings,192.0
Rajasthan Royals,135.0
Mumbai Indians,169.0
West Indies A,82.0
Scotland,113.0
Scotland,106.0
Pakistan International Airlines,155.0
Habib Bank Limited,162.0
State Bank of Pakistan,139.0
State Bank of Pakistan,123.0
Habib Bank Limited,111.0
Khan Research Labs,133.0
Khan Research Labs,131.0
Khan Research Labs,131.0
Pakistan International Airlines,149.0
Habib Bank Limited,148.0
Habib Bank Limited,158.0
Sri Lanka,164.0
Hampshire,144.0
Nottinghamshire,184.0
Northamptonshire,124.0
Gloucestershire,184.0
Derbyshire,154.0
Glamorgan,121.0
Surrey,139.0
Middlesex,174.0
Leicestershire,176.0
Somerset,192.0
Northamptonshire,161.0
Surrey,147.0
Lancashire,155.0
Middlesex,142.0
Somerset,155.0
Worcestershire,120.0
Essex,180.0
Yorkshire,117.0
Durham,215.0
Leicestershire,161.0
Glamorgan,126.0
Lancashire,165.0
Hampshire,122.0
Lancashire,170.0
Essex,172.0
Northamptonshire,157.0
Northamptonshire,150.0
Somerset,199.0
Warwickshire,115.0
Gloucestershire,99.0
Somerset,78.0
Glamorgan,161.0
Lancashire,127.0
Kent,173.0
Warwickshire,149.0
Durham,120.0
Nottinghamshire,133.0
Surrey,140.0
Hampshire,183.0
Warwickshire,149.0
Worcestershire,191.0
Durham,187.0
Leicestershire,106.0
Nottinghamshire,194.0
Hampshire,190.0
Surrey,151.0
Northamptonshire,183.0
Hampshire,202.0
Northamptonshire,171.0
Northamptonshire,194.0
Basnahira Greens,139.0
Kandurata Maroons,159.0
Kandurata Maroons,124.0
Uthura Yellows,158.0
Kandurata Maroons,113.0
Barbados Tridents,169.0
Guyana Amazon Warriors,155.0
Barbados Tridents,146.0
Guyana Amazon Warriors,118.0
Barbados Tridents,53.0
Trinidad & Tobago Red Steel,159.0
Trinidad & Tobago Red Steel,169.0
Antigua Hawksbills,98.0
Jamaica Tallawahs,114.0
Jamaica Tallawahs,134.0
Guyana Amazon Warriors,107.0
Jamaica Tallawahs,152.0
Jamaica Tallawahs,129.0
England,195.0
India A,214.0
Faisalabad Wolves,146.0
Otago,144.0
Rajasthan Royals,148.0
Chennai Super Kings,187.0
Otago,242.0
Chennai Super Kings,202.0
Titans,147.0
Rajasthan Royals,121.0
Rajasthan Royals,142.0
Mumbai Indians,152.0
Rajasthan Royals,159.0
Mumbai Indians,202.0
India,202.0
Afghanistan,162.0
Sri Lanka A,127.0
Sri Lanka A,187.0
Sri Lanka A,125.0
Sri Lanka A,105.0
Sri Lanka A,132.0
Sri Lanka,143.0
South Africa,153.0
Ireland,166.0
United Arab Emirates,89.0
Bermuda,149.0
Hong Kong,111.0
United Arab Emirates,121.0
Bermuda,112.0
Hong Kong,107.0
Italy,163.0
Afghanistan,171.0
Namibia,163.0
Afghanistan,167.0
United Arab Emirates,142.0
Canada,137.0
Kenya,183.0
Nepal,141.0
Ireland,216.0
Afghanistan,104.0
Hong Kong,114.0
Netherlands,110.0
Scotland,181.0
Afghanistan,146.0
United Arab Emirates,159.0
Ireland,147.0
Hong Kong,169.0
Afghanistan,78.0
Canada,105.0
Namibia,125.0
United Arab Emirates,151.0
Afghanistan,148.0
United Arab Emirates,117.0
Italy,130.0
Hong Kong,137.0
Netherlands,149.0
Afghanistan,96.0
State Bank of Pakistan,126.0
Habib Bank Limited,118.0
Khan Research Laboratories,126.0
Pakistan Television,143.0
Khan Research Laboratories,142.0
Pakistan International Airlines,97.0
Khan Research Laboratories,127.0
Sui Northern Gas Pipelines Limited,66.0
Pakistan International Airlines,158.0
National Bank of Pakistan,81.0
Port Qasim Authority,190.0
Pakistan,146.0
Mohammedan Sporting Club,130.0
Abahani Limited,172.0
Prime Bank Cricket Club,124.0
Mohammedan Sporting Club,130.0
Prime Bank Cricket Club,174.0
New Zealand,189.0
New Zealand,163.0
Northern Districts,200.0
Wellington,198.0
Auckland,108.0
Otago,120.0
Auckland,167.0
Canterbury,201.0
Otago,204.0
Canterbury,155.0
Northern Districts,200.0
Canterbury,157.0
Auckland,194.0
Australia,213.0
Australia,131.0
Australia,195.0
Melbourne Stars,208.0
Sydney Sixers,167.0
Brisbane Heat,152.0
Perth Scorchers,117.0
Melbourne Renegades,210.0
Adelaide Strikers,164.0
Perth Scorchers,161.0
Perth Scorchers,153.0
Melbourne Stars,91.0
Hobart Hurricanes,167.0
Sydney Sixers,179.0
Perth Scorchers,203.0
Melbourne Stars,135.0
Hobart Hurricanes,209.0
Melbourne Stars,161.0
Perth Scorchers,191.0
Dolphins,154.0
Cape Cobras,153.0
Warriors,119.0
Titans,96.0
Knights,153.0
Cape Cobras,187.0
Titans,198.0
Cape Cobras,129.0
Dolphins,214.0
Knights,145.0
Titans,143.0
Dolphins,170.0
Cape Cobras,149.0
Lions,159.0
Dolphins,200.0
Islamabad Leopards,118.0
Islamabad Leopards,134.0
Abbottabad Falcons,200.0
Multan Tigers,183.0
Faisalabad Wolves,94.0
Abbottabad Falcons,136.0
Karachi Zebras,141.0
Islamabad Leopards,117.0
Lahore Lions,145.0
Faisalabad Wolves,121.0
Abbottabad Falcons,133.0
West Indies,96.0
West Indies,170.0
West Indies,155.0
Western Province,149.0
Border,136.0
KwaZulu-Natal Inland,113.0
Western Province,173.0
Boland,146.0
Border,148.0
Eastern Province,141.0
Northerns,119.0
Western Province,185.0
Gauteng,121.0
Griqualand West,174.0
KwaZulu-Natal,116.0
Boland,138.0
KwaZulu-Natal Inland,134.0
Griqualand West,148.0
South Western Districts,138.0
Gauteng,127.0
KwaZulu-Natal Inland,154.0
South Western Districts,110.0
North West,226.0
KwaZulu-Natal,169.0
Border,138.0
Free State,139.0
North West,188.0
Bangladesh,78.0
Ireland,164.0
Netherlands,152.0
Afghanistan,154.0
Bangladesh,132.0
Ireland,123.0
India,131.0
India,130.0
England,190.0
Sri Lanka,160.0
India,176.0
Gujarat,171.0
Baroda,144.0
Uttar Pradesh,204.0
Maharashtra,124.0
Delhi,135.0
Hyderabad (India),179.0
Odisha,119.0
Madhya Pradesh,87.0
Haryana,136.0
Goa,152.0
Delhi,123.0
Haryana,144.0
Assam,137.0
Goa,149.0
Jharkhand,138.0
Mumbai,145.0
Railways,118.0
Hyderabad (India),141.0
Baroda,82.0
Haryana,123.0
Himachal Pradesh,175.0
Assam,152.0
Baroda,142.0
Bengal,153.0
Delhi,178.0
Maharashtra,139.0
Rajasthan,175.0
Delhi,142.0
Himachal Pradesh,127.0
Andhra,77.0
Baroda,142.0
Bengal,196.0
Kerala,159.0
Madhya Pradesh,137.0
Punjab,154.0
Goa,174.0
Gujarat,150.0
Rajasthan,159.0
Delhi,145.0
Haryana,148.0
Bengal,121.0
Goa,151.0
Punjab,144.0
Karnataka,122.0
Baroda,97.0
Goa,117.0
Gujarat,110.0
Baroda,131.0
Baroda,105.0
Gujarat,184.0
Goa,172.0
Delhi,144.0
Goa,181.0
Baroda,144.0
Royal Challengers Bangalore,116.0
Chennai Super Kings,177.0
Kings XI Punjab,193.0
Sunrisers Hyderabad,184.0
Chennai Super Kings,142.0
Rajasthan Royals,71.0
Delhi Daredevils,126.0
Kings XI Punjab,127.0
Chennai Super Kings,148.0
Mumbai Indians,170.0
Royal Challengers Bangalore,158.0
Rajasthan Royals,170.0
Mumbai Indians,187.0
Kings XI Punjab,231.0
Chennai Super Kings,149.0
Royal Challengers Bangalore,186.0
Kolkata Knight Riders,142.0
Rajasthan Royals,201.0
Sunrisers Hyderabad,161.0
Kolkata Knight Riders,156.0
Kolkata Knight Riders,195.0
Mumbai Indians,173.0
Kings XI Punjab,179.0
Kolkata Knight Riders,161.0
Kings XI Punjab,119.0
Mumbai Indians,195.0
Chennai Super Kings,176.0
Kolkata Knight Riders,200.0
Western Troopers,165.0
Udarata Rulers,144.0
Udarata Rulers,174.0
West Indies,165.0
Baluchistan,217.0
Khyber Pakhtunkhwa,146.0
Guyana Amazon Warriors,140.0
Trinidad & Tobago Red Steel,125.0
Guyana Amazon Warriors,118.0
Guyana Amazon Warriors,118.0
Barbados Tridents,186.0
Trinidad & Tobago Red Steel,180.0
Barbados Tridents,130.0
Trinidad & Tobago Red Steel,183.0
Trinidad & Tobago Red Steel,137.0
Jamaica Tallawahs,91.0
Jamaica Tallawahs,138.0
Jamaica Tallawahs,147.0
St Lucia Zouks,108.0
Guyana Amazon Warriors,212.0
Antigua Hawksbills,114.0
Guyana Amazon Warriors,194.0
Barbados Tridents,175.0
Jamaica Tallawahs,158.0
Barbados Tridents,152.0
Durham,173.0
Leicestershire,197.0
Nottinghamshire,182.0
Sussex,172.0
Lancashire,194.0
Gloucestershire,113.0
Northamptonshire,179.0
Essex,195.0
Worcestershire,138.0
Yorkshire,128.0
Glamorgan,179.0
Lancashire,126.0
Surrey,121.0
Hampshire,146.0
Kent,136.0
Hampshire,171.0
Warwickshire,147.0
Kent,208.0
Worcestershire,107.0
Somerset,176.0
Lancashire,166.0
Surrey,149.0
Essex,163.0
Middlesex,155.0
Warwickshire,136.0
Worcestershire,134.0
Nottinghamshire,206.0
Lancashire,187.0
Essex,157.0
Hampshire,180.0
Gloucestershire,154.0
Surrey,137.0
Derbyshire,193.0
Sussex,110.0
Nottinghamshire,143.0
Durham,129.0
Yorkshire,168.0
Surrey,156.0
Northamptonshire,139.0
Gloucestershire,138.0
Essex,166.0
Somerset,175.0
Northamptonshire,192.0
Warwickshire,176.0
Essex,209.0
Sussex,153.0
Surrey,137.0
Leicestershire,120.0
Lancashire,225.0
Hampshire,177.0
Kent,195.0
Gloucestershire,186.0
Nottinghamshire,121.0
Lancashire,164.0
Durham,199.0
Glamorgan,110.0
Kent,175.0
Somerset,183.0
Warwickshire,160.0
Worcestershire,209.0
Lancashire,137.0
Surrey,144.0
Warwickshire,181.0
England,180.0
Hyderabad Hawks,164.0
Karachi Zebras,170.0
FATA Cheetas,140.0
Sialkot Stallions,171.0
Hyderabad Hawks,154.0
Multan Tigers,164.0
Abbottabad Falcons,174.0
Lahore Lions,177.0
Abbottabad Falcons,86.0
Faisalabad Wolves,146.0
Bahawalpur Stags,141.0
Islamabad Leopards,132.0
Faisalabad Wolves,171.0
Lahore Lions,179.0
Northern Districts,96.0
Lahore Lions,139.0
Mumbai Indians,165.0
Lahore Lions,164.0
Kolkata Knight Riders,153.0
Chennai Super Kings,242.0
Hobart Hurricanes,178.0
Kolkata Knight Riders,153.0
Kings XI Punjab,215.0
Chennai Super Kings,155.0
Barbados Tridents,138.0
Kolkata Knight Riders,141.0
Chennai Super Kings,185.0
Australia,97.0
Australia,102.0
Australia,146.0
Hong Kong,73.0
New Zealand,144.0
Northern Districts,157.0
Northern Districts,145.0
Canterbury,116.0
Canterbury,114.0
Auckland,189.0
Northern Districts,166.0
Wellington,171.0
Wellington,178.0
Central Districts,146.0
Wellington,111.0
Otago,142.0
Central Districts,122.0
Auckland,156.0
Northern Districts,136.0
Auckland,146.0
Knights,205.0
Cape Cobras,207.0
Lions,173.0
Dolphins,181.0
Cape Cobras,130.0
Lions,161.0
Dolphins,194.0
Knights,140.0
Lions,141.0
Warriors,143.0
Lions,130.0
Titans,161.0
Warriors,149.0
Cape Cobras,154.0
Titans,176.0
Knights,167.0
Lions,179.0
Dolphins,122.0
Warriors,148.0
Cape Cobras,135.0
Cape Cobras,158.0
South Africa,195.0
Adelaide Strikers,149.0
Sydney Sixers,155.0
Sydney Thunder,208.0
Perth Scorchers,192.0
Brisbane Heat,164.0
Melbourne Renegades,118.0
Adelaide Strikers,141.0
Hobart Hurricanes,209.0
Melbourne Stars,150.0
Perth Scorchers,137.0
Melbourne Stars,154.0
Melbourne Renegades,81.0
Brisbane Heat,198.0
Melbourne Stars,182.0
Sydney Sixers,155.0
Perth Scorchers,144.0
Perth Scorchers,148.0
Griqualand West,112.0
Eastern Province,151.0
Namibia,172.0
Griqualand West,109.0
Namibia,172.0
Boland,138.0
KwaZulu-Natal,127.0
Gauteng,159.0
KwaZulu-Natal Inland,102.0
North West,149.0
Gauteng,167.0
Western Province,226.0
Border,138.0
Griqualand West,107.0
Easterns,212.0
KwaZulu-Natal,145.0
Northerns,109.0
Northerns,162.0
Western Province,151.0
Uttar Pradesh,139.0
Delhi,159.0
Himachal Pradesh,112.0
Gujarat,162.0
Assam,189.0
Rajasthan,160.0
Delhi,162.0
Andhra,94.0
Madhya Pradesh,168.0
Odisha,151.0
Punjab,176.0
Jharkhand,152.0
Andhra,111.0
Karnataka,65.0
Punjab,124.0
Madhya Pradesh,165.0
Himachal Pradesh,159.0
Baroda,143.0
Hyderabad (India),162.0
Delhi,148.0
Haryana,160.0
Andhra,151.0
Gujarat,182.0
Madhya Pradesh,89.0
Bengal,210.0
Andhra,129.0
Karnataka,118.0
Rajasthan,133.0
Railways,141.0
Bengal,168.0
Andhra,123.0
Gujarat,79.0
Gujarat,128.0
Odisha,144.0
Gujarat,152.0
Mumbai,154.0
Andhra,162.0
Hyderabad (India),154.0
Himachal Pradesh,145.0
Punjab,102.0
Gujarat,123.0
Colts Cricket Club,143.0
Saracens Sports Club,161.0
Colts Cricket Club,212.0
Sinhalese Sports Club,190.0
Badureliya Sports Club,124.0
Colts Cricket Club,141.0
Sinhalese Sports Club,246.0
Sri Lanka Ports Authority Cricket Club,85.0
Saracens Sports Club,168.0
Sri Lanka Air Force Sports Club,178.0
Tamil Union Cricket and Athletic Club,142.0
Bloomfield Cricket and Athletic Club,138.0
Colombo Cricket Club,160.0
Nondescripts Cricket Club,165.0
Bloomfield Cricket and Athletic Club,145.0
Tamil Union Cricket and Athletic Club,186.0
Chilaw Marians Cricket Club,118.0
Colombo Cricket Club,113.0
Ragama Cricket Club,91.0
Badureliya Sports Club,154.0
Sri Lanka Air Force Sports Club,136.0
Badureliya Sports Club,139.0
Badureliya Sports Club,176.0
Bangladesh,143.0
Faisalabad Wolves,183.0
Rawalpindi Rams,152.0
Peshawar Panthers,147.0
Lahore Lions,180.0
Sialkot Stallions,167.0
Lahore Lions,105.0
Kolkata Knight Riders,170.0
Chennai Super Kings,150.0
Chennai Super Kings,209.0
Rajasthan Royals,165.0
Rajasthan Royals,157.0
Sunrisers Hyderabad,176.0
Delhi Daredevils,190.0
Mumbai Indians,157.0
Chennai Super Kings,192.0
Chennai Super Kings,134.0
Kolkata Knight Riders,169.0
Delhi Daredevils,119.0
Mumbai Indians,187.0
Royal Challengers Bangalore,115.0
Sunrisers Hyderabad,192.0
Rajasthan Royals,189.0
Chennai Super Kings,148.0
Kolkata Knight Riders,167.0
Mumbai Indians,153.0
Royal Challengers Bangalore,226.0
Kolkata Knight Riders,171.0
Kolkata Knight Riders,184.0
